# [0]SEQN, [1]Timestamp, [2]CPU_User, [3]CPU_System, [4]CPU_Nice, [5]CPU_IOWait, [6]CPU_IRQ, [7]CPU_SoftIRQ, [8]RAM_Used, [9]RAM_Buffer, [10]RAM_Cached, [11]PID, [12]Disk_Used, [13]Disk_Read, [14]Disk_Write, [15]IO_lo_Bytes_Sent, [16]IO_lo_Bytes_Recv, [17]IO_lo_Packets_Sent, [18]IO_lo_Packets_Recv, [19]IO_eth0_Bytes_Sent, [20]IO_eth0_Bytes_Recv, [21]IO_eth0_Packets_Sent, [22]IO_eth0_Packets_Recv, [23]IO_wlan0_Bytes_Sent, [24]IO_wlan0_Bytes_Recv, [25]IO_wlan0_Packets_Sent, [26]IO_wlan0_Packets_Recv, [27]Core_Temp
169621,204782689889512,0.0,3.29999995232,0.0,0.0,0.0,0.0,327168000,25862144,245022720,70,2790432768,0,0,156,156,1,1,26432,341882,413,1124,0,0,0,0,59000
169652,204783195981453,1.10000002384,3.20000004768,0.0,0.0,0.0,0.0,327102464,25862144,245022720,70,2790469632,0,0,16115,16115,29,29,26432,332476,413,1119,60,0,1,0,59000
169684,204783702364073,1.10000002384,2.09999990463,0.0,0.0,0.0,1.10000002384,327266304,25862144,245100544,70,2790510592,0,0,156,156,1,1,26496,333798,414,1118,0,0,0,0,59000
169714,204784208788528,1.10000002384,3.20000004768,0.0,0.0,0.0,0.0,327294976,25862144,245100544,70,2790551552,0,0,156,156,1,1,26432,355490,413,1134,60,0,1,0,59000
169745,204784715124495,1.10000002384,2.20000004768,0.0,0.0,0.0,0.0,327426048,25862144,245178368,70,2790588416,0,0,156,156,1,1,26432,342110,413,1126,0,0,0,0,59000
169776,204785221101267,1.10000002384,1.10000002384,0.0,0.0,1.10000002384,1.10000002384,327524352,25862144,245178368,70,2790629376,0,0,156,156,1,1,26496,352766,414,1132,60,0,1,0,59000
169806,204785727171488,1.10000002384,4.19999980927,0.0,0.0,0.0,1.10000002384,327618560,25862144,245252096,70,2790666240,0,0,156,156,1,1,26432,373142,413,1146,0,0,0,0,59000
169836,204786233417987,3.09999990463,6.09999990463,0.0,0.0,0.0,0.0,327716864,25862144,245252096,70,2790703104,0,12288,16108,16108,29,29,26432,369110,413,1144,60,0,1,0,59000
169868,204786739745084,1.0,5.19999980927,0.0,0.0,0.0,0.0,327520256,25862144,245329920,70,2790744064,0,0,156,156,1,1,26432,348714,413,1128,0,0,0,0,59000
169898,204787245995564,1.10000002384,3.20000004768,0.0,0.0,0.0,1.10000002384,327581696,25862144,245329920,70,2790780928,0,0,156,156,1,1,26432,336422,413,1120,60,0,1,0,59000
169928,204787752082197,3.09999990463,4.19999980927,0.0,0.0,0.0,1.0,327680000,25862144,245407744,70,2790821888,0,0,156,156,1,1,26432,391054,413,1162,0,0,0,0,59000
169959,204788258413414,3.20000004768,4.19999980927,0.0,0.0,0.0,0.0,327581696,25862144,245407744,70,2790858752,0,0,156,156,1,1,26496,390902,414,1160,60,0,1,0,59000
169990,204788764795057,3.0,5.09999990463,0.0,0.0,0.0,2.0,327643136,25862144,245485568,70,2790899712,0,0,156,156,1,1,26432,362400,413,1139,0,0,0,0,59000
170020,204789270964242,4.0,4.0,0.0,0.0,0.0,3.0,327651328,25862144,245485568,70,2790936576,0,0,16108,16108,29,29,26432,350182,413,1132,60,0,1,0,59000
170052,204789777333453,1.0,3.09999990463,0.0,0.0,0.0,3.09999990463,327520256,25862144,245563392,70,2790977536,0,0,156,156,1,1,26496,366486,414,1142,0,0,0,0,59000
170082,204790283623254,3.09999990463,2.09999990463,0.0,0.0,0.0,1.0,327585792,25862144,245563392,70,2791014400,0,0,156,156,1,1,26432,366386,413,1142,60,0,1,0,59000
170112,204790789856414,0.899999976158,18.0,0.0,0.0,0.0,0.899999976158,327745536,25862144,245637120,70,2791055360,0,0,156,156,1,1,26432,361090,413,1140,0,0,0,0,59000
170143,204791296082939,5.09999990463,18.6000003815,0.0,0.800000011921,0.0,0.0,327843840,25862144,245637120,70,2791092224,0,12288,156,156,1,1,26496,371834,414,1146,60,0,1,0,59000
170175,204791802641350,3.79999995232,11.5,0.0,0.0,0.0,0.0,327712768,25862144,245714944,70,2791133184,0,0,156,156,1,1,26432,395088,413,1163,0,0,0,0,59000
170205,204792308877932,2.0,10.8000001907,0.0,0.0,0.0,0.0,327516160,25862144,245714944,70,2791170048,0,0,1884,1884,4,4,26432,376060,413,1151,120,0,2,0,59000
170235,204792815324388,3.20000004768,2.09999990463,0.0,0.0,0.0,0.0,327745536,25862144,245788672,70,2791206912,0,0,156,156,1,1,26496,375932,414,1149,0,0,0,0,59000
170266,204793321809186,2.09999990463,6.30000019073,0.0,0.0,0.0,0.0,327999488,25862144,245788672,70,2791243776,0,2306048,156,156,1,1,26432,367748,413,1143,60,0,1,0,59000
170297,204793827702568,2.20000004768,2.20000004768,0.0,0.0,0.0,0.0,327704576,25862144,245874688,70,2791284736,0,0,156,156,1,1,26432,385694,413,1158,0,0,0,0,59000
170327,204794333642325,1.10000002384,1.10000002384,0.0,0.0,0.0,0.0,327802880,25862144,245874688,70,2791321600,0,0,16284,16284,29,29,26432,358140,413,1135,60,0,1,0,59000
170359,204794839878767,0.0,0.0,0.0,0.0,0.0,0.0,327901184,25862144,245952512,70,2791358464,0,0,156,156,1,1,26432,367922,413,1144,0,0,0,0,59000
170389,204795346044251,0.0,2.20000004768,0.0,0.0,0.0,0.0,328208384,25862144,245952512,70,2791399424,0,0,156,156,1,1,26496,348680,414,1129,60,0,1,0,59000
170419,204795852294452,0.0,0.0,0.0,0.0,0.0,1.10000002384,328044544,25862144,246030336,70,2791436288,0,0,156,156,1,1,26496,365100,414,1142,0,0,0,0,59000
170450,204796358819060,1.10000002384,0.0,0.0,1.10000002384,0.0,0.0,328065024,25862144,246030336,69,2791477248,0,24576,156,156,1,1,26432,346096,413,1129,60,0,1,0,59000
170481,204796864874124,0.0,0.0,0.0,0.0,0.0,1.10000002384,328294400,25862144,246108160,69,2791518208,0,0,156,156,1,1,26432,343332,413,1125,0,0,0,0,59000
170511,204797371077951,1.10000002384,1.10000002384,0.0,0.0,0.0,1.10000002384,328454144,25862144,246108160,69,2791555072,0,0,16284,16284,29,29,26496,344594,414,1126,60,0,1,0,59000
170542,204797877415314,1.10000002384,1.10000002384,0.0,0.0,0.0,0.0,328224768,25862144,246181888,69,2791591936,0,12288,156,156,1,1,26432,363674,413,1140,0,0,0,0,59000
170572,204798383558658,1.10000002384,2.20000004768,0.0,0.0,0.0,1.10000002384,328421376,25862144,246181888,69,2791632896,0,0,156,156,1,1,26432,329678,413,1116,60,0,1,0,59000
170603,204798889712828,2.09999990463,5.19999980927,0.0,0.0,0.0,1.0,328192000,25862144,246259712,69,2791669760,0,0,156,156,1,1,26432,339246,413,1122,0,0,0,0,59000
170634,204799395683105,1.10000002384,3.20000004768,0.0,0.0,0.0,0.0,328286208,25862144,246259712,69,2791710720,0,0,156,156,1,1,26432,341944,413,1125,60,0,1,0,59000
170666,204799901874221,3.09999990463,4.09999990463,0.0,0.0,0.0,1.0,328187904,25862144,246333440,69,2791747584,0,0,156,156,1,1,26496,362400,414,1139,0,0,0,0,59000
170696,204800408097463,2.09999990463,3.20000004768,0.0,0.0,0.0,0.0,328544256,25862144,246333440,69,2791788544,0,0,732,732,2,2,26432,333698,413,1118,120,0,2,0,59000
170726,204800914314490,0.0,4.30000019073,0.0,0.0,0.0,0.0,328445952,25862144,246411264,69,2791825408,0,0,156,156,1,1,26432,337862,413,1122,0,0,0,0,59000
170757,204801420601637,2.20000004768,1.10000002384,0.0,1.10000002384,0.0,0.0,328445952,25862144,246411264,69,2791862272,0,12288,156,156,1,1,26432,337784,413,1121,60,0,1,0,59000
170788,204801926767051,1.10000002384,0.0,0.0,0.0,0.0,0.0,328716288,25862144,246489088,69,2791903232,0,0,16115,16115,29,29,26432,388352,413,1159,60,0,1,0,59000
170818,204802433202751,1.10000002384,4.19999980927,0.0,0.0,0.0,1.10000002384,328613888,25862144,246489088,69,2791944192,0,0,156,156,1,1,26496,366386,414,1142,0,0,0,0,59000
170849,204802939410069,1.10000002384,2.20000004768,0.0,0.0,0.0,1.10000002384,328417280,25862144,246566912,69,2791981056,0,0,156,156,1,1,26432,356930,413,1136,60,0,1,0,59000
170879,204803445378601,1.10000002384,3.20000004768,0.0,0.0,0.0,0.0,328450048,25862144,246566912,69,2792017920,0,0,156,156,1,1,26432,347318,413,1128,0,0,0,0,59000
170910,204803951521177,3.09999990463,4.19999980927,0.0,0.0,0.0,0.0,328417280,25862144,246644736,69,2792058880,0,0,156,156,1,1,26432,377382,413,1150,60,0,1,0,59000
170941,204804457719695,1.10000002384,1.10000002384,0.0,0.0,0.0,0.0,328417280,25862144,246644736,69,2792095744,0,0,156,156,1,1,26432,347392,413,1129,0,0,0,0,59000
170972,204804963806328,1.10000002384,2.20000004768,0.0,0.0,0.0,0.0,328933376,25862144,246718464,69,2792136704,0,0,16164,16164,29,29,26496,350142,414,1130,60,0,1,0,59000
171002,204805469930326,2.09999990463,2.09999990463,0.0,0.0,0.0,0.0,328933376,25862144,246718464,69,2792173568,0,0,156,156,1,1,26368,337784,412,1121,0,0,0,0,59000
171033,204805975969397,2.09999990463,2.09999990463,0.0,0.0,0.0,1.10000002384,328867840,25862144,246796288,69,2792214528,0,0,156,156,1,1,26496,363674,414,1140,60,0,1,0,59000
171063,204806482147732,1.10000002384,3.20000004768,0.0,0.0,0.0,0.0,328867840,25862144,246796288,69,2792251392,0,12288,156,156,1,1,26432,333764,413,1119,0,0,0,0,59000
171094,204806988325787,2.09999990463,3.20000004768,0.0,0.0,0.0,0.0,328802304,25862144,246874112,69,2792292352,0,0,156,156,1,1,26432,344694,413,1126,60,0,1,0,59000
171125,204807494645620,2.09999990463,2.09999990463,0.0,0.0,0.0,0.0,328998912,25862144,246874112,69,2792329216,0,0,156,156,1,1,26432,350116,413,1131,0,0,0,0,59000
171156,204808001098710,1.10000002384,3.20000004768,0.0,0.0,0.0,0.0,329162752,25862144,246951936,69,2792370176,0,0,16164,16164,29,29,26496,374636,414,1149,60,0,1,0,59000
171187,204808507233953,2.09999990463,5.19999980927,0.0,0.0,0.0,1.0,328904704,25862144,246951936,69,2792407040,0,0,156,156,1,1,26432,343320,413,1125,0,0,0,0,59000
171217,204809013232795,3.20000004768,1.10000002384,0.0,0.0,0.0,1.10000002384,329097216,25862144,247025664,69,2792448000,0,0,156,156,1,1,26432,348692,413,1129,60,0,1,0,59000
171248,204809519474546,1.10000002384,4.19999980927,0.0,0.0,0.0,0.0,329031680,25862144,247025664,69,2792484864,0,0,156,156,1,1,26432,347392,413,1129,0,0,0,0,59000
171279,204810025853464,2.20000004768,2.20000004768,0.0,0.0,0.0,1.10000002384,329359360,25862144,247103488,69,2792525824,0,0,156,156,1,1,26496,381532,414,1154,60,0,1,0,59000
171309,204810531915374,2.09999990463,3.20000004768,0.0,0.0,0.0,0.0,329392128,25862144,247103488,69,2792562688,0,0,156,156,1,1,26432,349978,413,1129,0,0,0,0,59000
171340,204811038072407,4.19999980927,2.09999990463,0.0,0.0,0.0,0.0,329064448,25862144,247177216,69,2792599552,0,0,16172,16172,29,29,26432,359718,413,1139,60,0,1,0,59000
171371,204811544232932,3.20000004768,2.09999990463,0.0,0.0,0.0,0.0,329355264,25862144,247177216,69,2792644608,0,12288,156,156,1,1,26432,373294,413,1147,0,0,0,0,59000
171401,204812050686930,1.10000002384,3.20000004768,0.0,0.0,0.0,0.0,329318400,25862144,247255040,69,2792685568,0,0,156,156,1,1,26560,391042,415,1162,60,0,1,0,59000
171432,204812556907518,1.10000002384,3.20000004768,0.0,0.0,0.0,0.0,329613312,25862144,247255040,69,2792722432,0,0,156,156,1,1,26432,371836,413,1146,0,0,0,0,59000
171462,204813062867948,3.20000004768,4.19999980927,0.0,0.0,0.0,0.0,329740288,25862144,247332864,69,2792763392,0,0,156,156,1,1,26432,375930,413,1149,60,0,1,0,59000
171493,204813569051171,1.10000002384,2.20000004768,0.0,0.0,0.0,0.0,329641984,25862144,247332864,69,2792800256,0,0,156,156,1,1,26432,392354,413,1161,0,0,0,0,59000
171524,204814075292992,1.10000002384,4.30000019073,0.0,0.0,0.0,1.10000002384,329248768,25862144,247410688,69,2792837120,0,0,16172,16172,29,29,26432,400512,413,1168,60,0,1,0,59000
171555,204814581590336,2.09999990463,4.19999980927,0.0,0.0,0.0,0.0,329576448,25862144,247410688,69,2792878080,0,0,156,156,1,1,26432,373294,413,1147,0,0,0,0,59000
171585,204815087699807,4.19999980927,2.09999990463,0.0,0.0,0.0,0.0,329748480,25862144,247484416,69,2792919040,0,0,156,156,1,1,26496,365100,414,1142,60,0,1,0,59000
171616,204815593857189,3.09999990463,4.09999990463,0.0,0.0,0.0,1.0,329715712,25862144,247484416,69,2792955904,0,0,156,156,1,1,26432,366322,413,1141,0,0,0,0,59000
171647,204816099983562,2.0,6.09999990463,0.0,0.0,0.0,1.0,329613312,25862144,247562240,69,2792992768,0,0,156,156,1,1,26432,378786,413,1153,60,0,1,0,59000
171678,204816606143738,2.0,6.09999990463,0.0,0.0,0.0,2.0,329707520,25862144,247562240,69,2793033728,0,12288,156,156,1,1,26432,356876,413,1134,0,0,0,0,59000
171708,204817112314459,2.0,2.0,0.0,0.0,0.0,4.09999990463,329969664,25862144,247640064,69,2793070592,0,0,3612,3612,7,7,26432,350118,413,1131,120,0,2,0,59000
171739,204817618469188,2.0,5.09999990463,0.0,0.0,0.0,2.0,329576448,25862144,247640064,69,2793111552,0,0,156,156,1,1,26432,366396,413,1142,0,0,0,0,59000
171769,204818124384011,1.0,12.5,0.0,0.0,0.0,1.0,329609216,25862144,247713792,69,2793148416,0,0,156,156,1,1,26496,369250,414,1146,60,0,1,0,59000
171800,204818630525190,6.90000009537,15.5,0.0,0.0,0.0,0.0,329805824,25862144,247713792,69,2793189376,0,0,156,156,1,1,26432,358304,413,1136,0,0,0,0,59000
171831,204819136806750,6.59999990463,10.3999996185,0.0,0.0,0.0,0.0,329773056,25862144,247791616,69,2793226240,0,0,16172,16172,29,29,26496,366462,414,1143,60,0,1,0,59000
171862,204819642880672,3.79999995232,10.6000003815,0.0,0.0,0.0,0.0,329965568,25862144,247808000,69,2793267200,0,0,156,156,1,1,26432,388202,413,1157,0,0,0,0,59000
171892,204820149375527,4.09999990463,5.19999980927,0.0,0.0,0.0,0.0,329764864,25862144,247869440,69,2793304064,0,0,156,156,1,1,26432,382806,413,1155,60,0,1,0,59000
171923,204820655428636,2.09999990463,3.20000004768,0.0,0.0,0.0,0.0,330035200,25862144,247898112,69,2793345024,0,0,156,156,1,1,26432,373282,413,1148,0,0,0,0,59000
171953,204821161694063,3.09999990463,3.09999990463,0.0,0.0,0.0,1.0,330100736,25862144,247947264,69,2793381888,0,12288,156,156,1,1,26432,374624,413,1149,60,0,1,0,59000
171984,204821667908575,1.10000002384,1.10000002384,0.0,0.0,0.0,0.0,329936896,25862144,248025088,69,2793422848,0,0,156,156,1,1,26496,395088,414,1163,0,0,0,0,59000
172015,204822174172116,0.0,1.10000002384,0.0,0.0,0.0,0.0,330264576,25862144,248025088,69,2793459712,0,0,16164,16164,29,29,26432,367748,413,1143,60,0,1,0,59000
172045,204822680651327,2.20000004768,1.10000002384,0.0,0.0,0.0,0.0,330358784,25862144,248098816,69,2793500672,0,0,156,156,1,1,26432,359728,413,1139,0,0,0,0,59000
172075,204823186829592,0.0,2.20000004768,0.0,0.0,0.0,0.0,330260480,25862144,248098816,69,2793533440,0,2310144,156,156,1,1,26496,360938,414,1138,60,0,1,0,59000
172107,204823693089221,1.10000002384,0.0,0.0,0.0,0.0,0.0,330031104,25862144,248176640,69,2793570304,0,0,156,156,1,1,26432,384192,413,1155,0,0,0,0,59000
172138,204824199233124,1.10000002384,2.20000004768,0.0,0.0,0.0,1.10000002384,330289152,25862144,248176640,69,2793611264,0,0,156,156,1,1,26432,377282,413,1150,60,0,1,0,59000
172169,204824705563294,0.0,1.10000002384,0.0,0.0,0.0,0.0,330256384,25862144,248254464,69,2793652224,0,0,156,156,1,1,26432,382830,413,1154,0,0,0,0,59000
172199,204825211737857,0.0,1.10000002384,0.0,0.0,0.0,0.0,330252288,25862144,248254464,69,2793689088,0,0,16164,16164,29,29,26496,401938,414,1170,60,0,1,0,59000
172230,204825717686972,3.20000004768,2.09999990463,0.0,0.0,0.0,1.10000002384,330153984,25862144,248328192,69,2793725952,0,0,156,156,1,1,26432,427688,413,1187,0,0,0,0,59000
172260,204826224193771,2.20000004768,2.20000004768,0.0,0.0,0.0,1.10000002384,330153984,25862144,248328192,69,2793766912,0,24576,156,156,1,1,26432,395062,413,1164,60,0,1,0,59000
172291,204826730532880,2.09999990463,5.19999980927,0.0,0.0,0.0,0.0,330227712,25862144,248406016,69,2793807872,0,0,156,156,1,1,26432,404688,413,1171,0,0,0,0,59000
172322,204827236638929,3.09999990463,4.19999980927,0.0,0.0,0.0,0.0,330194944,25862144,248406016,69,2793844736,0,0,156,156,1,1,26496,386816,414,1157,60,0,1,0,59000
172352,204827742987327,1.10000002384,4.19999980927,0.0,0.0,1.10000002384,0.0,330031104,25862144,248483840,69,2793881600,0,0,156,156,1,1,26432,395000,413,1163,0,0,0,0,59000
172382,204828249377141,4.19999980927,2.09999990463,0.0,0.0,0.0,0.0,330219520,25862144,248483840,69,2793922560,0,0,16164,16164,29,29,26432,363736,413,1141,60,0,1,0,59000
172414,204828755700396,3.09999990463,3.09999990463,0.0,0.0,0.0,1.0,330645504,25862144,248557568,69,2793959424,0,0,156,156,1,1,26496,365190,414,1142,0,0,0,0,59000
172444,204829262272705,2.09999990463,3.20000004768,0.0,0.0,0.0,0.0,330612736,25862144,248557568,69,2794000384,0,0,156,156,1,1,26496,362440,414,1141,60,0,1,0,59000
172475,204829768282582,0.0,2.20000004768,0.0,0.0,0.0,0.0,330678272,25862144,248639488,69,2794037248,0,0,156,156,1,1,26432,386916,413,1157,0,0,0,0,59000
172506,204830274536765,2.20000004768,2.20000004768,0.0,0.0,0.0,0.0,330678272,25862144,248639488,69,2794078208,0,0,156,156,1,1,26432,356852,413,1135,60,0,1,0,59000
172536,204830781096153,2.20000004768,2.20000004768,0.0,0.0,0.0,0.0,330842112,25862144,248713216,69,2794115072,0,0,156,156,1,1,26432,358226,413,1136,0,0,0,0,59000
172566,204831287186139,1.10000002384,2.20000004768,0.0,1.10000002384,0.0,0.0,331100160,25862144,248713216,69,2794156032,0,12288,16164,16164,29,29,26432,351544,413,1133,60,0,1,0,59000
172598,204831793259502,1.10000002384,4.30000019073,0.0,0.0,0.0,0.0,331034624,25862144,248791040,69,2794192896,0,0,156,156,1,1,26496,389640,414,1159,0,0,0,0,59000
172628,204832299161055,1.10000002384,3.20000004768,0.0,0.0,0.0,1.10000002384,331128832,25862144,248791040,69,2794233856,0,0,156,156,1,1,26368,365024,412,1141,60,0,1,0,59000
172659,204832805559390,3.20000004768,2.09999990463,0.0,0.0,0.0,0.0,330907648,25862144,248864768,69,2794270720,0,0,156,156,1,1,26496,378656,414,1151,0,0,0,0,59000
172689,204833311989432,2.09999990463,4.19999980927,0.0,0.0,0.0,1.10000002384,331104256,25862144,248864768,69,2794307584,0,0,156,156,1,1,26432,404522,413,1170,60,0,1,0,59000
172721,204833818404180,4.19999980927,4.19999980927,0.0,0.0,0.0,0.0,330645504,25862144,248942592,69,2794348544,0,0,156,156,1,1,26496,455156,414,1209,0,0,0,0,59000
172751,204834324758933,1.10000002384,2.20000004768,0.0,0.0,0.0,0.0,331001856,25862144,248942592,69,2794389504,0,0,2460,2460,5,5,26432,396350,413,1164,120,0,2,0,59000
172782,204834831262379,3.09999990463,4.19999980927,0.0,0.0,0.0,0.0,331198464,25862144,249020416,69,2794426368,0,0,156,156,1,1,26432,415658,413,1180,0,0,0,0,59000
172813,204835337504409,4.09999990463,5.09999990463,0.0,0.0,0.0,0.0,331296768,25862144,249020416,69,2794463232,0,0,156,156,1,1,26496,433124,414,1191,60,0,1,0,59000
172843,204835843836185,1.10000002384,2.20000004768,0.0,0.0,0.0,0.0,331292672,25862144,249094144,69,2794504192,0,0,156,156,1,1,26432,441308,413,1197,0,0,0,0,59000
172873,204836350115440,4.19999980927,3.20000004768,0.0,0.0,0.0,0.0,331292672,25862144,249094144,69,2794541056,0,12288,1308,1308,3,3,26432,410110,413,1176,120,0,2,0,59000
172905,204836856530606,3.20000004768,2.09999990463,0.0,0.0,0.0,0.0,331194368,25862144,249171968,69,2794582016,0,0,156,156,1,1,26432,391002,413,1160,0,0,0,0,59000
172935,204837362729404,1.10000002384,3.20000004768,0.0,0.0,0.0,1.10000002384,331550720,25862144,249171968,69,2794618880,0,0,156,156,1,1,26496,404522,414,1170,60,0,1,0,59000
172965,204837869200863,2.20000004768,3.20000004768,0.0,0.0,0.0,0.0,331419648,25862144,249249792,69,2794659840,0,0,156,156,1,1,26432,409916,413,1173,0,0,0,0,59000
172996,204838374820327,2.20000004768,2.20000004768,0.0,0.0,0.0,0.0,331321344,25862144,249249792,69,2794696704,0,0,16249,16249,29,29,26432,374558,413,1148,60,0,1,0,59000
173027,204838881092180,1.10000002384,3.29999995232,0.0,0.0,0.0,0.0,331104256,25862144,249327616,69,2794737664,0,0,156,156,1,1,26432,377382,413,1150,0,0,0,0,59000
173057,204839387294260,2.09999990463,3.20000004768,0.0,0.0,0.0,1.10000002384,331296768,25862144,249327616,69,2794774528,0,0,156,156,1,1,26496,367822,414,1144,60,0,1,0,59000
173089,204839893640284,3.20000004768,2.09999990463,0.0,0.0,0.0,0.0,331362304,25862144,249401344,69,2794815488,0,0,156,156,1,1,26496,397876,414,1166,0,0,0,0,59000
173120,204840400000275,1.10000002384,2.20000004768,0.0,0.0,0.0,0.0,331325440,25862144,249401344,69,2794852352,0,0,156,156,1,1,26432,377348,413,1151,60,0,1,0,59000
173150,204840906682654,1.10000002384,4.19999980927,0.0,0.0,0.0,1.10000002384,331685888,25862144,249479168,69,2794893312,0,0,156,156,1,1,26496,376006,414,1150,0,0,0,0,59000
173180,204841412797922,2.09999990463,5.19999980927,0.0,0.0,0.0,1.0,331718656,25862144,249479168,69,2794934272,0,12288,6492,6492,12,12,26432,388178,413,1158,120,0,2,0,59000
173212,204841919532613,0.0,4.30000019073,0.0,0.0,0.0,0.0,331227136,25862144,249556992,69,2794975232,0,0,156,156,1,1,26432,433364,413,1193,60,0,1,0,59000
173242,204842425662268,3.09999990463,4.19999980927,0.0,0.0,1.0,0.0,331620352,25862144,249556992,69,2795012096,0,0,156,156,1,1,26496,407246,414,1172,0,0,0,0,59000
173272,204842931905625,5.09999990463,3.09999990463,0.0,0.0,0.0,2.0,331812864,25862144,249630720,69,2795048960,0,0,16172,16172,29,29,26432,388256,413,1159,60,0,1,0,59000
173303,204843438414658,2.09999990463,5.19999980927,0.0,0.0,0.0,0.0,331874304,25862144,249630720,69,2795089920,0,0,156,156,1,1,26432,378718,413,1152,0,0,0,0,59000
173334,204843944736795,3.0,5.09999990463,0.0,0.0,0.0,2.0,332038144,25862144,249708544,69,2795130880,0,0,156,156,1,1,26496,400536,414,1167,60,0,1,0,59000
173364,204844451034209,2.0,6.09999990463,0.0,0.0,0.0,2.0,331841536,25862144,249708544,69,2795167744,0,0,156,156,1,1,26432,377348,413,1151,0,0,0,0,59000
173396,204844957353623,2.0,5.09999990463,0.0,0.0,0.0,3.0,332115968,25862144,249786368,69,2795204608,0,0,156,156,1,1,26432,392364,413,1161,60,0,1,0,59000
173426,204845463498783,3.0,7.90000009537,0.0,0.0,0.0,2.0,331952128,25862144,249786368,69,2795245568,0,0,156,156,1,1,26432,392338,413,1162,0,0,0,0,59000
173456,204845969558248,5.90000009537,20.2000007629,0.0,0.0,0.0,0.0,331722752,25862144,249860096,69,2795282432,0,0,16108,16108,29,29,26432,397724,413,1165,60,0,1,0,59000
173487,204846475869281,5.80000019073,9.60000038147,0.0,0.0,0.0,0.0,332177408,25862144,249860096,69,2795323392,0,12288,156,156,1,1,26496,375986,414,1150,0,0,0,0,59000
173518,204846982121438,4.59999990463,12.0,0.0,0.0,0.0,0.899999976158,332140544,25862144,249937920,69,2795364352,0,0,156,156,1,1,26432,376020,413,1149,60,0,1,0,59000
173548,204847488652471,1.10000002384,4.30000019073,0.0,0.0,0.0,0.0,332042240,25862144,249937920,69,2795401216,0,0,156,156,1,1,26432,375994,413,1150,0,0,0,0,59000
173579,204847994781777,1.10000002384,4.30000019073,0.0,0.0,0.0,0.0,332075008,25862144,250015744,69,2795438080,0,0,156,156,1,1,26496,392342,414,1162,60,0,1,0,59000
173610,204848500975826,2.20000004768,1.10000002384,0.0,0.0,0.0,0.0,332140544,25862144,250015744,69,2795479040,0,0,156,156,1,1,26432,375920,413,1149,0,0,0,0,59000
173641,204849007675525,0.0,2.20000004768,0.0,0.0,0.0,0.0,331943936,25862144,250093568,69,2795515904,0,0,16087,16087,29,29,26432,378744,413,1151,60,0,1,0,59000
173671,204849513893809,0.0,1.10000002384,0.0,0.0,0.0,0.0,332267520,25862144,250093568,69,2795556864,0,0,156,156,1,1,26432,408748,413,1175,0,0,0,0,59000
173703,204850020038969,0.0,1.10000002384,0.0,0.0,0.0,0.0,332300288,25862144,250167296,69,2795593728,0,0,156,156,1,1,26496,393726,414,1162,60,0,1,0,59000
173733,204850526168205,1.10000002384,2.20000004768,0.0,0.0,0.0,0.0,332201984,25862144,250167296,69,2795634688,0,0,156,156,1,1,26432,371834,413,1146,0,0,0,0,59000
173763,204851032379645,2.20000004768,1.10000002384,0.0,0.0,0.0,0.0,332369920,25862144,250245120,69,2795671552,0,0,156,156,1,1,26432,377424,413,1152,60,0,1,0,59000
173795,204851538725598,1.10000002384,0.0,0.0,0.0,0.0,0.0,332664832,25862144,250245120,69,2795712512,0,12288,156,156,1,1,26496,397810,413,1165,0,0,0,0,59000
173825,204852045219965,1.10000002384,2.20000004768,0.0,0.0,0.0,0.0,332369920,25862144,250322944,69,2795749376,0,0,16164,16164,29,29,26432,386892,414,1158,60,0,1,0,59000
173855,204852551186261,1.10000002384,1.10000002384,0.0,0.0,0.0,1.10000002384,332333056,25862144,250322944,69,2795790336,0,0,156,156,1,1,26432,370408,413,1144,0,0,0,0,59000
173886,204853057139218,1.10000002384,1.10000002384,0.0,0.0,0.0,1.10000002384,332333056,25862144,250396672,69,2795823104,0,2306048,156,156,1,1,26432,369186,413,1145,60,0,1,0,59000
173917,204853563430625,3.20000004768,2.09999990463,0.0,0.0,0.0,1.10000002384,332558336,25862144,250396672,69,2795864064,0,0,156,156,1,1,26432,397736,413,1164,0,0,0,0,59000
173947,204854069638293,3.09999990463,5.09999990463,0.0,0.0,0.0,1.0,332525568,25862144,250474496,69,2795900928,0,0,156,156,1,1,26432,369252,413,1146,60,0,1,0,59000
173979,204854575766063,2.09999990463,3.20000004768,0.0,0.0,0.0,0.0,332525568,25862144,250474496,69,2795941888,0,0,156,156,1,1,26496,373294,414,1147,0,0,0,0,59000
174009,204855081777337,2.20000004768,2.20000004768,0.0,0.0,0.0,0.0,332754944,25862144,250552320,69,2795978752,0,0,16164,16164,29,29,26368,358290,412,1137,60,0,1,0,59000
174039,204855587945894,3.0,6.09999990463,0.0,0.0,0.0,1.0,332656640,25862144,250552320,69,2796015616,0,0,156,156,1,1,26496,390838,414,1159,0,0,0,0,59000
174070,204856094233809,1.10000002384,2.20000004768,0.0,0.0,0.0,0.0,332423168,25862144,250630144,69,2796056576,0,0,156,156,1,1,26432,365034,413,1141,60,0,1,0,59000
174102,204856600471649,2.09999990463,4.19999980927,0.0,0.0,0.0,0.0,332718080,25862144,250630144,69,2796097536,0,24576,156,156,1,1,26432,363752,413,1140,0,0,0,0,59000
