# [0]SEQN, [1]Timestamp, [2]Temperature, [3]TS1Temperature, [4]TS2Temperature, [5]TempRange, [6]Voltage, [7]Current, [8]AverageCurrent, [9]CellVoltage1, [10]CellVoltage2, [11]CellVoltage3, [12]CellVoltage4, [13]PackVoltage, [14]AverageVoltage
118778,203943690852392,314.2,314.2,314.2,8,15.329,-2.191,-2.196,3.763,3.872,3.886,3.807,15.109,15.334
118839,203944690773332,314.2,314.2,314.2,8,15.326,-2.225,-2.198,3.763,3.871,3.886,3.806,15.109,15.334
118899,203945690732475,314.2,314.2,314.2,8,15.327,-2.206,-2.199,3.763,3.872,3.886,3.807,15.111,15.333
118960,203946690621357,314.3,314.3,314.2,8,15.327,-2.2,-2.199,3.763,3.872,3.886,3.807,15.11,15.333
119020,203947690506329,314.3,314.3,314.2,8,15.327,-2.199,-2.199,3.763,3.872,3.886,3.807,15.106,15.332
119081,203948690616818,314.3,314.3,314.2,8,15.326,-2.207,-2.199,3.762,3.871,3.885,3.807,15.103,15.332
119142,203949690579383,314.3,314.3,314.2,8,15.323,-2.234,-2.202,3.761,3.871,3.885,3.806,15.109,15.331
119202,203950690450875,314.3,314.3,314.3,8,15.322,-2.231,-2.204,3.763,3.871,3.885,3.805,15.103,15.331
119263,203951690432576,314.3,314.3,314.3,8,15.327,-2.185,-2.202,3.761,3.871,3.886,3.807,15.105,15.33
119323,203952690461910,314.3,314.3,314.3,8,15.322,-2.221,-2.204,3.761,3.871,3.885,3.806,15.105,15.33
119384,203953690358824,314.2,314.2,314.3,8,15.324,-2.207,-2.204,3.762,3.871,3.885,3.806,15.102,15.329
119445,203954690301624,314.3,314.3,314.3,8,15.324,-2.205,-2.204,3.761,3.871,3.885,3.806,15.103,15.329
119505,203955690263840,314.3,314.3,314.2,8,15.322,-2.208,-2.204,3.762,3.871,3.885,3.806,15.105,15.328
119566,203956690223053,314.3,314.3,314.2,8,15.322,-2.202,-2.204,3.761,3.87,3.885,3.805,15.102,15.328
119626,203957690284234,314.3,314.3,314.2,8,15.322,-2.203,-2.204,3.761,3.87,3.885,3.806,15.1,15.328
119687,203958690219910,314.3,314.3,314.3,8,15.321,-2.213,-2.205,3.761,3.87,3.884,3.805,15.1,15.327
119748,203959690261465,314.3,314.3,314.3,8,15.32,-2.211,-2.205,3.761,3.87,3.885,3.805,15.1,15.327
119808,203960690161662,314.3,314.3,314.3,8,15.321,-2.205,-2.205,3.76,3.87,3.884,3.805,15.102,15.326
119869,203961690126392,314.3,314.3,314.3,8,15.318,-2.211,-2.205,3.76,3.87,3.884,3.804,15.102,15.325
119929,203962690054246,314.3,314.3,314.3,8,15.317,-2.214,-2.206,3.76,3.87,3.884,3.804,15.105,15.325
119990,203963689880272,314.3,314.3,314.3,8,15.317,-2.206,-2.206,3.76,3.869,3.884,3.804,15.102,15.324
120051,203964690030710,314.3,314.3,314.3,8,15.318,-2.205,-2.206,3.76,3.869,3.884,3.804,15.102,15.324
120111,203965689989294,314.3,314.3,314.3,8,15.317,-2.212,-2.206,3.76,3.869,3.884,3.805,15.101,15.323
120172,203966689845142,314.3,314.3,314.3,8,15.317,-2.206,-2.206,3.759,3.87,3.884,3.805,15.096,15.323
120232,203967689925250,314.3,314.3,314.3,8,15.315,-2.206,-2.206,3.76,3.869,3.883,3.804,15.099,15.322
120293,203968689842069,314.3,314.3,314.3,8,15.315,-2.214,-2.207,3.759,3.869,3.883,3.804,15.1,15.322
120354,203969689832850,314.3,314.3,314.3,8,15.315,-2.214,-2.207,3.759,3.869,3.883,3.804,15.097,15.321
120414,203970689759656,314.3,314.3,314.3,8,15.314,-2.208,-2.207,3.759,3.869,3.883,3.804,15.096,15.321
120475,203971689717262,314.3,314.3,314.3,8,15.313,-2.215,-2.208,3.759,3.868,3.883,3.803,15.099,15.32
120535,203972689723967,314.3,314.3,314.3,8,15.313,-2.218,-2.208,3.758,3.868,3.883,3.803,15.099,15.32
120596,203973689698405,314.3,314.3,314.3,8,15.312,-2.216,-2.209,3.758,3.868,3.883,3.803,15.096,15.319
120657,203974689633732,314.3,314.3,314.3,8,15.312,-2.211,-2.209,3.759,3.868,3.883,3.803,15.093,15.319
120717,203975689482596,314.3,314.3,314.3,8,15.311,-2.217,-2.21,3.758,3.867,3.882,3.803,15.091,15.318
120778,203976689573878,314.3,314.3,314.3,8,15.309,-2.221,-2.21,3.758,3.867,3.882,3.803,15.095,15.317
120838,203977689547967,314.3,314.3,314.3,8,15.308,-2.239,-2.212,3.758,3.867,3.882,3.802,15.096,15.317
120899,203978689395364,314.3,314.3,314.3,8,15.31,-2.221,-2.213,3.758,3.867,3.882,3.802,15.095,15.316
120960,203979689378882,314.3,314.3,314.3,8,15.309,-2.214,-2.213,3.758,3.867,3.882,3.802,15.094,15.316
121020,203980689259593,314.3,314.3,314.3,8,15.309,-2.211,-2.213,3.758,3.867,3.882,3.802,15.09,15.315
121081,203981689403047,314.3,314.3,314.3,8,15.307,-2.224,-2.214,3.756,3.867,3.881,3.801,15.091,15.314
121141,203982689237453,314.3,314.3,314.3,8,15.303,-2.248,-2.216,3.757,3.866,3.881,3.8,15.098,15.314
121202,203983689303104,314.3,314.3,314.3,8,15.304,-2.244,-2.218,3.758,3.866,3.881,3.801,15.091,15.313
121263,203984689263085,314.3,314.3,314.3,8,15.309,-2.19,-2.216,3.758,3.867,3.882,3.802,15.091,15.313
121323,203985689275517,314.3,314.3,314.3,8,15.305,-2.228,-2.217,3.757,3.866,3.881,3.801,15.095,15.313
121384,203986689010539,314.3,314.3,314.3,8,15.306,-2.217,-2.217,3.757,3.867,3.881,3.801,15.094,15.312
121444,203987689273980,314.3,314.3,314.3,8,15.306,-2.214,-2.217,3.758,3.867,3.881,3.801,15.091,15.312
121505,203988689149453,314.3,314.3,314.3,8,15.305,-2.216,-2.217,3.757,3.866,3.881,3.8,15.091,15.311
121566,203989689062222,314.3,314.3,314.3,8,15.305,-2.219,-2.217,3.758,3.866,3.881,3.801,15.092,15.311
121626,203990689057542,314.3,314.3,314.3,8,15.305,-2.214,-2.217,3.757,3.866,3.881,3.801,15.089,15.31
121687,203991688985676,314.3,314.3,314.3,8,15.304,-2.219,-2.217,3.757,3.866,3.881,3.8,15.088,15.31
121747,203992688975130,314.3,314.3,314.3,8,15.303,-2.218,-2.217,3.757,3.866,3.88,3.8,15.092,15.309
121808,203993688903752,314.3,314.3,314.3,8,15.304,-2.211,-2.216,3.757,3.866,3.881,3.8,15.092,15.309
121869,203994688892857,314.3,314.3,314.3,8,15.302,-2.209,-2.216,3.757,3.866,3.88,3.8,15.088,15.308
121929,203995688873860,314.3,314.3,314.3,8,15.302,-2.22,-2.216,3.757,3.865,3.88,3.8,15.09,15.308
121990,203996688782507,314.3,314.3,314.3,8,15.302,-2.213,-2.216,3.757,3.866,3.88,3.799,15.085,15.308
122050,203997687729999,314.3,314.3,314.3,8,15.302,-2.212,-2.216,3.757,3.866,3.88,3.8,15.089,15.307
122111,203998687398882,314.3,314.3,314.3,8,15.301,-2.217,-2.216,3.756,3.865,3.879,3.799,15.086,15.307
122172,203999688371422,314.3,314.3,314.3,8,15.3,-2.221,-2.216,3.756,3.866,3.88,3.799,15.087,15.306
122232,204000688628717,314.3,314.3,314.3,8,15.3,-2.218,-2.216,3.756,3.865,3.88,3.799,15.084,15.306
122293,204001688458584,314.4,314.4,314.3,8,15.299,-2.22,-2.217,3.756,3.865,3.88,3.799,15.087,15.305
122353,204002688619428,314.4,314.4,314.3,8,15.298,-2.219,-2.217,3.756,3.865,3.88,3.798,15.087,15.305
122414,204003688594774,314.4,314.4,314.3,8,15.298,-2.215,-2.217,3.756,3.865,3.879,3.798,15.087,15.304
122475,204004688459142,314.4,314.4,314.3,8,15.299,-2.212,-2.216,3.755,3.865,3.88,3.798,15.082,15.304
122535,204005688455581,314.4,314.4,314.4,8,15.298,-2.218,-2.216,3.755,3.865,3.879,3.798,15.082,15.304
122596,204006688476114,314.4,314.4,314.4,8,15.298,-2.21,-2.216,3.756,3.865,3.879,3.798,15.083,15.303
122656,204007688428762,314.4,314.4,314.4,8,15.298,-2.211,-2.216,3.755,3.865,3.879,3.798,15.084,15.303
122717,204008688391606,314.4,314.4,314.4,8,15.297,-2.217,-2.216,3.754,3.864,3.879,3.798,15.081,15.302
122778,204009688315898,314.4,314.4,314.4,8,15.294,-2.233,-2.217,3.755,3.864,3.879,3.797,15.085,15.302
122838,204010688302419,314.4,314.4,314.4,8,15.295,-2.231,-2.218,3.755,3.864,3.879,3.798,15.084,15.301
122899,204011688265543,314.4,314.4,314.4,8,15.295,-2.216,-2.218,3.754,3.864,3.879,3.798,15.081,15.301
122959,204012688248082,314.4,314.4,314.4,8,15.295,-2.219,-2.218,3.754,3.864,3.879,3.798,15.08,15.3
123020,204013688010831,314.4,314.4,314.4,8,15.294,-2.216,-2.218,3.754,3.864,3.879,3.798,15.076,15.3
123081,204014687991765,314.4,314.4,314.4,8,15.292,-2.228,-2.218,3.753,3.864,3.878,3.797,15.078,15.299
123141,204015688141225,314.4,314.4,314.4,8,15.29,-2.249,-2.22,3.753,3.863,3.878,3.797,15.086,15.299
123202,204016688002730,314.4,314.4,314.4,8,15.292,-2.245,-2.222,3.754,3.864,3.878,3.797,15.081,15.298
123262,204017687980800,314.4,314.4,314.4,8,15.295,-2.198,-2.22,3.753,3.863,3.879,3.798,15.08,15.298
123323,204018687975492,314.4,314.4,314.4,8,15.292,-2.227,-2.221,3.753,3.863,3.878,3.797,15.083,15.298
123384,204019687993371,314.4,314.4,314.4,8,15.291,-2.222,-2.221,3.754,3.863,3.878,3.797,15.081,15.297
123444,204020687960336,314.4,314.4,314.4,8,15.292,-2.213,-2.22,3.753,3.863,3.878,3.797,15.078,15.297
123505,204021687923251,314.4,314.4,314.4,8,15.291,-2.218,-2.22,3.752,3.863,3.878,3.797,15.072,15.296
123565,204022687842444,314.4,314.4,314.4,8,15.29,-2.223,-2.22,3.753,3.863,3.877,3.797,15.075,15.296
123626,204023687720851,314.4,314.4,314.4,8,15.29,-2.216,-2.22,3.753,3.863,3.878,3.797,15.08,15.295
123687,204024687796978,314.4,314.4,314.4,8,15.29,-2.215,-2.22,3.752,3.862,3.877,3.797,15.079,15.295
123747,204025687833365,314.4,314.4,314.4,8,15.289,-2.219,-2.22,3.752,3.862,3.878,3.797,15.079,15.295
123808,204026687689352,314.4,314.4,314.4,8,15.289,-2.213,-2.219,3.752,3.863,3.877,3.797,15.079,15.294
123868,204027687441975,314.4,314.4,314.4,8,15.288,-2.219,-2.219,3.752,3.862,3.877,3.797,15.079,15.294
123929,204028687645213,314.4,314.4,314.4,8,15.288,-2.219,-2.219,3.752,3.862,3.877,3.796,15.078,15.293
123990,204029687640673,314.4,314.4,314.4,8,15.288,-2.219,-2.219,3.752,3.863,3.877,3.797,15.076,15.293
124050,204030687499454,314.4,314.4,314.4,8,15.288,-2.214,-2.219,3.751,3.862,3.877,3.796,15.075,15.293
124111,204031687308717,314.4,314.4,314.4,8,15.286,-2.217,-2.219,3.752,3.862,3.877,3.796,15.078,15.292
124171,204032687518591,314.4,314.4,314.4,8,15.286,-2.22,-2.219,3.752,3.862,3.877,3.795,15.076,15.292
124232,204033687383168,314.4,314.4,314.4,8,15.286,-2.212,-2.218,3.751,3.862,3.877,3.796,15.077,15.291
124293,204034687245022,314.4,314.4,314.4,8,15.285,-2.215,-2.218,3.751,3.862,3.876,3.796,15.072,15.291
124353,204035687423467,314.4,314.4,314.4,8,15.285,-2.221,-2.218,3.751,3.861,3.876,3.797,15.074,15.29
124414,204036687327854,314.4,314.4,314.4,8,15.285,-2.215,-2.218,3.751,3.861,3.877,3.796,15.074,15.29
124474,204037687269746,314.4,314.4,314.4,8,15.284,-2.212,-2.218,3.751,3.862,3.876,3.796,15.072,15.29
124535,204038687313676,314.4,314.4,314.4,8,15.284,-2.22,-2.218,3.751,3.861,3.876,3.796,15.071,15.29
124596,204039687304876,314.4,314.4,314.4,8,15.283,-2.218,-2.218,3.751,3.862,3.876,3.796,15.07,15.289
124656,204040687167568,314.4,314.4,314.4,8,15.282,-2.215,-2.218,3.75,3.861,3.876,3.795,15.068,15.288
124717,204041687199207,314.5,314.5,314.4,8,15.28,-2.233,-2.219,3.749,3.86,3.875,3.794,15.064,15.287
124777,204042687128807,314.5,314.5,314.4,8,15.277,-2.26,-2.221,3.749,3.86,3.875,3.794,15.066,15.287
124838,204043687043251,314.5,314.5,314.4,8,15.277,-2.252,-2.224,3.75,3.86,3.875,3.794,15.066,15.286
124899,204044686942540,314.5,314.5,314.4,8,15.278,-2.248,-2.225,3.749,3.86,3.874,3.794,15.066,15.286
124959,204045687038502,314.5,314.5,314.4,8,15.279,-2.23,-2.225,3.749,3.86,3.875,3.794,15.066,15.286
125020,204046687002394,314.5,314.5,314.5,8,15.279,-2.224,-2.225,3.749,3.86,3.875,3.795,15.063,15.285
125080,204047686879823,314.5,314.5,314.5,8,15.278,-2.233,-2.226,3.75,3.86,3.875,3.794,15.064,15.284
125141,204048686842807,314.5,314.5,314.5,8,15.278,-2.223,-2.226,3.75,3.86,3.875,3.794,15.066,15.284
125202,204049686901683,314.5,314.5,314.5,8,15.278,-2.219,-2.225,3.751,3.86,3.875,3.794,15.067,15.283
125262,204050686758997,314.5,314.5,314.5,8,15.278,-2.215,-2.225,3.75,3.859,3.874,3.794,15.064,15.283
125323,204051686770591,314.5,314.5,314.5,8,15.277,-2.222,-2.224,3.75,3.859,3.874,3.794,15.061,15.283
125383,204052686780858,314.5,314.5,314.5,8,15.276,-2.221,-2.224,3.75,3.859,3.874,3.793,15.062,15.282
125444,204053686616032,314.5,314.5,314.5,8,15.277,-2.212,-2.223,3.75,3.86,3.875,3.793,15.058,15.282
125505,204054686716604,314.5,314.5,314.5,8,15.276,-2.221,-2.223,3.749,3.859,3.874,3.793,15.057,15.281
125565,204055686308940,314.5,314.5,314.5,8,15.275,-2.225,-2.223,3.75,3.859,3.873,3.793,15.057,15.281
125626,204056686621829,314.5,314.5,314.5,8,15.275,-2.215,-2.223,3.75,3.859,3.873,3.793,15.061,15.281
125686,204057686556737,314.5,314.5,314.5,8,15.275,-2.214,-2.222,3.749,3.859,3.874,3.793,15.061,15.28
125747,204058686514972,314.5,314.5,314.5,8,15.274,-2.22,-2.222,3.749,3.859,3.873,3.793,15.061,15.28
125808,204059686469645,314.5,314.5,314.5,8,15.274,-2.219,-2.222,3.749,3.859,3.873,3.793,15.057,15.279
125868,204060686482775,314.5,314.5,314.5,8,15.274,-2.214,-2.221,3.749,3.859,3.873,3.793,15.057,15.279
125929,204061686332547,314.5,314.5,314.5,8,15.273,-2.219,-2.221,3.749,3.859,3.873,3.793,15.056,15.278
125989,204062686396870,314.5,314.5,314.5,8,15.273,-2.222,-2.221,3.749,3.859,3.873,3.792,15.056,15.278
126050,204063686331220,314.5,314.5,314.5,8,15.273,-2.212,-2.221,3.749,3.859,3.873,3.792,15.056,15.278
126111,204064686344629,314.5,314.5,314.5,8,15.273,-2.211,-2.22,3.749,3.859,3.873,3.792,15.055,15.277
126171,204065686286731,314.5,314.5,314.5,8,15.272,-2.219,-2.22,3.749,3.859,3.873,3.792,15.055,15.277
126232,204066686201944,314.5,314.5,314.5,8,15.272,-2.215,-2.22,3.749,3.859,3.873,3.792,15.057,15.277
126292,204067686141880,314.5,314.5,314.5,8,15.272,-2.217,-2.219,3.748,3.859,3.873,3.792,15.052,15.276
126353,204068686177779,314.5,314.5,314.5,8,15.271,-2.222,-2.22,3.748,3.858,3.873,3.792,15.046,15.276
126414,204069686125188,314.5,314.5,314.5,8,15.271,-2.217,-2.219,3.749,3.858,3.873,3.792,15.047,15.276
126474,204070686040401,314.5,314.5,314.5,8,15.271,-2.213,-2.219,3.749,3.858,3.873,3.791,15.047,15.275
126535,204071686023290,314.5,314.5,314.5,8,15.269,-2.218,-2.219,3.748,3.858,3.872,3.791,15.043,15.275
126595,204072686026293,314.5,314.5,314.5,8,15.27,-2.218,-2.219,3.748,3.858,3.873,3.791,15.04,15.274
126656,204073686022242,314.5,314.5,314.5,8,15.268,-2.231,-2.22,3.747,3.857,3.872,3.791,15.043,15.274
126717,204074685941226,314.5,314.5,314.5,8,15.266,-2.241,-2.221,3.748,3.857,3.872,3.79,15.044,15.273
126777,204075685901766,314.5,314.5,314.5,8,15.268,-2.218,-2.221,3.748,3.857,3.872,3.791,15.041,15.273
126838,204076685914198,314.5,314.5,314.5,8,15.268,-2.215,-2.221,3.747,3.858,3.872,3.791,15.04,15.273
126898,204077685802033,314.5,314.5,314.5,8,15.268,-2.213,-2.22,3.747,3.857,3.872,3.791,15.036,15.272
126959,204078685807969,314.5,314.5,314.5,8,15.265,-2.235,-2.221,3.746,3.857,3.872,3.79,15.037,15.272
127020,204079685702299,314.5,314.5,314.5,8,15.263,-2.252,-2.223,3.746,3.857,3.871,3.789,15.035,15.271
127080,204080685647055,314.6,314.6,314.5,8,15.263,-2.249,-2.225,3.746,3.856,3.871,3.789,15.038,15.27
127141,204081685705163,314.6,314.6,314.5,8,15.262,-2.25,-2.226,3.746,3.857,3.871,3.789,15.036,15.27
127201,204082685578890,314.6,314.6,314.5,8,15.264,-2.224,-2.226,3.747,3.857,3.871,3.79,15.037,15.27
127262,204083685557518,314.6,314.6,314.5,8,15.265,-2.215,-2.226,3.747,3.857,3.871,3.79,15.036,15.269
127323,204084685263906,314.6,314.6,314.6,8,15.264,-2.215,-2.225,3.746,3.857,3.871,3.79,15.034,15.269
127383,204085685550115,314.6,314.6,314.5,8,15.264,-2.219,-2.224,3.747,3.857,3.871,3.79,15.031,15.269
127444,204086685570719,314.6,314.6,314.6,8,15.265,-2.214,-2.224,3.747,3.857,3.871,3.79,15.031,15.269
127504,204087685600401,314.6,314.6,314.6,8,15.264,-2.214,-2.223,3.747,3.857,3.871,3.79,15.031,15.268
127565,204088685410223,314.6,314.6,314.6,8,15.263,-2.223,-2.223,3.746,3.856,3.871,3.79,15.033,15.268
127626,204089685305671,314.6,314.6,314.6,8,15.263,-2.217,-2.223,3.746,3.856,3.871,3.79,15.031,15.267
127686,204090685396674,314.6,314.6,314.6,8,15.263,-2.212,-2.222,3.745,3.856,3.871,3.79,15.031,15.267
127747,204091685234363,314.6,314.6,314.6,8,15.261,-2.219,-2.222,3.746,3.856,3.871,3.79,15.031,15.267
127807,204092685208592,314.6,314.6,314.6,8,15.262,-2.221,-2.222,3.745,3.856,3.871,3.79,15.031,15.266
127868,204093685188198,314.6,314.6,314.6,8,15.262,-2.211,-2.221,3.745,3.856,3.871,3.79,15.028,15.266
127929,204094685217182,314.6,314.6,314.6,8,15.261,-2.213,-2.221,3.745,3.856,3.871,3.789,15.03,15.266
127989,204095685180935,314.6,314.6,314.6,8,15.26,-2.217,-2.22,3.745,3.856,3.87,3.79,15.03,15.265
128050,204096685118008,314.6,314.6,314.6,8,15.261,-2.211,-2.22,3.746,3.856,3.871,3.79,15.028,15.265
128110,204097685142871,314.6,314.6,314.6,8,15.262,-2.211,-2.219,3.744,3.855,3.87,3.79,15.026,15.265
128171,204098685102224,314.6,314.6,314.6,8,15.259,-2.217,-2.219,3.745,3.855,3.87,3.79,15.029,15.264
128232,204099684984541,314.6,314.6,314.6,8,15.259,-2.217,-2.219,3.744,3.855,3.87,3.789,15.028,15.264
128292,204100684826351,314.6,314.6,314.6,8,15.259,-2.212,-2.218,3.744,3.855,3.87,3.789,15.028,15.263
128353,204101684990547,314.6,314.6,314.6,8,15.257,-2.22,-2.218,3.743,3.855,3.87,3.789,15.027,15.263
128413,204102684932579,314.6,314.6,314.6,8,15.257,-2.218,-2.218,3.744,3.855,3.87,3.789,15.026,15.263
128474,204103684854217,314.6,314.6,314.6,8,15.256,-2.22,-2.219,3.744,3.855,3.87,3.788,15.029,15.262
128535,204104684753227,314.6,314.6,314.6,8,15.257,-2.217,-2.218,3.743,3.854,3.87,3.789,15.024,15.262
128595,204105684818249,314.6,314.6,314.6,8,15.253,-2.236,-2.22,3.742,3.854,3.869,3.788,15.026,15.261
128656,204106684799462,314.6,314.6,314.6,8,15.252,-2.249,-2.222,3.742,3.854,3.868,3.788,15.026,15.261
128716,204107684713417,314.6,314.6,314.6,8,15.255,-2.218,-2.221,3.743,3.855,3.869,3.788,15.025,15.26
128777,204108684697913,314.6,314.6,314.6,8,15.254,-2.224,-2.222,3.742,3.854,3.869,3.788,15.026,15.26
128838,204109684663271,314.6,314.6,314.6,8,15.253,-2.227,-2.222,3.743,3.854,3.869,3.788,15.022,15.259
128898,204110684609424,314.6,314.6,314.6,8,15.252,-2.228,-2.222,3.741,3.853,3.868,3.788,15.021,15.258
128959,204111684554529,314.6,314.6,314.6,8,15.249,-2.251,-2.224,3.742,3.853,3.868,3.787,15.028,15.258
129019,204112684511087,314.6,314.6,314.6,8,15.25,-2.239,-2.225,3.743,3.853,3.868,3.787,15.023,15.258
129080,204113684523729,314.6,314.6,314.6,8,15.253,-2.204,-2.224,3.743,3.853,3.869,3.788,15.023,15.257
129141,204114684490903,314.6,314.6,314.6,8,15.251,-2.226,-2.224,3.743,3.853,3.868,3.787,15.024,15.257
129201,204115684404649,314.6,314.6,314.6,8,15.251,-2.226,-2.224,3.743,3.853,3.868,3.787,15.02,15.256
129262,204116684214262,314.6,314.6,314.6,8,15.251,-2.217,-2.224,3.743,3.853,3.868,3.787,15.022,15.256
129322,204117684374618,314.7,314.7,314.6,8,15.251,-2.216,-2.223,3.742,3.853,3.868,3.787,15.021,15.256
129383,204118684338160,314.7,314.7,314.6,8,15.25,-2.223,-2.223,3.742,3.853,3.868,3.787,15.024,15.255
129444,204119684205532,314.7,314.7,314.6,8,15.249,-2.224,-2.223,3.743,3.853,3.868,3.787,15.02,15.255
129504,204120684035189,314.7,314.7,314.6,8,15.249,-2.216,-2.223,3.742,3.852,3.868,3.787,15.024,15.254
129565,204121684253024,314.7,314.7,314.6,8,15.248,-2.223,-2.223,3.742,3.853,3.867,3.786,15.023,15.254
129625,204122684131710,314.7,314.7,314.6,8,15.248,-2.22,-2.223,3.742,3.853,3.867,3.787,15.025,15.253
129686,204123684166700,314.6,314.6,314.6,8,15.248,-2.215,-2.222,3.742,3.852,3.867,3.787,15.019,15.253
129747,204124684118580,314.7,314.7,314.6,8,15.247,-2.215,-2.222,3.742,3.852,3.867,3.786,15.021,15.253
129807,204125684047411,314.7,314.7,314.7,8,15.246,-2.222,-2.222,3.742,3.852,3.867,3.786,15.022,15.252
129868,204126684054675,314.7,314.7,314.7,8,15.248,-2.215,-2.221,3.742,3.852,3.867,3.786,15.022,15.252
129928,204127684031418,314.7,314.7,314.7,8,15.247,-2.215,-2.221,3.742,3.852,3.867,3.786,15.021,15.252
129989,204128683875672,314.7,314.7,314.7,8,15.246,-2.223,-2.221,3.742,3.852,3.866,3.786,15.019,15.251
130050,204129683792211,314.7,314.7,314.7,8,15.246,-2.219,-2.221,3.742,3.852,3.866,3.786,15.021,15.251
130110,204130683902351,314.7,314.7,314.6,8,15.246,-2.215,-2.22,3.741,3.851,3.866,3.786,15.019,15.25
130171,204131683858630,314.7,314.7,314.6,8,15.244,-2.222,-2.221,3.741,3.852,3.866,3.786,15.021,15.25
130231,204132683779710,314.7,314.7,314.7,8,15.244,-2.224,-2.221,3.741,3.852,3.866,3.785,15.016,15.25
130292,204133683813583,314.7,314.7,314.7,8,15.244,-2.22,-2.221,3.741,3.851,3.866,3.786,15.016,15.249
130353,204134683779291,314.7,314.7,314.7,8,15.243,-2.219,-2.221,3.741,3.852,3.866,3.785,15.017,15.249
130413,204135683678719,314.7,314.7,314.7,8,15.243,-2.225,-2.221,3.74,3.852,3.866,3.785,15.019,15.248
130474,204136683670199,314.7,314.7,314.7,8,15.242,-2.224,-2.221,3.741,3.852,3.866,3.785,15.016,15.248
130534,204137683793259,314.7,314.7,314.7,8,15.243,-2.218,-2.221,3.74,3.851,3.866,3.784,15.014,15.247
130595,204138683580173,314.7,314.7,314.7,8,15.238,-2.251,-2.223,3.74,3.851,3.865,3.783,15.016,15.247
130656,204139683567323,314.7,314.7,314.7,8,15.239,-2.243,-2.224,3.74,3.851,3.865,3.784,15.012,15.246
130716,204140683558383,314.7,314.7,314.7,8,15.241,-2.219,-2.224,3.74,3.851,3.866,3.784,15.01,15.246
130777,204141683537012,314.7,314.7,314.7,8,15.24,-2.222,-2.224,3.74,3.851,3.865,3.784,15.016,15.245
130837,204142683364643,314.7,314.7,314.7,8,15.24,-2.227,-2.224,3.739,3.851,3.865,3.784,15.011,15.245
130898,204143683426662,314.7,314.7,314.7,8,15.238,-2.244,-2.225,3.739,3.851,3.865,3.783,15.01,15.244
130959,204144683351304,314.7,314.7,314.7,8,15.237,-2.248,-2.227,3.74,3.851,3.865,3.783,15.018,15.244
131019,204145683376656,314.7,314.7,314.7,8,15.24,-2.218,-2.226,3.74,3.851,3.866,3.784,15.013,15.244
131080,204146683320434,314.7,314.7,314.7,8,15.239,-2.215,-2.225,3.74,3.851,3.865,3.783,15.013,15.244
131140,204147683239348,314.7,314.7,314.7,8,15.237,-2.228,-2.226,3.739,3.85,3.865,3.783,15.013,15.243
131201,204148683127113,314.7,314.7,314.7,8,15.238,-2.227,-2.226,3.739,3.851,3.865,3.783,15.013,15.243
131262,204149683196675,314.7,314.7,314.7,8,15.238,-2.227,-2.226,3.74,3.851,3.865,3.783,15.011,15.242
131322,204150683076828,314.7,314.7,314.7,8,15.238,-2.218,-2.225,3.739,3.85,3.865,3.783,15.013,15.242
131383,204151683015507,314.7,314.7,314.7,8,15.237,-2.227,-2.225,3.739,3.85,3.865,3.783,15.016,15.242
131443,204152683089958,314.7,314.7,314.7,8,15.237,-2.225,-2.225,3.739,3.85,3.865,3.783,15.013,15.241
131504,204153683069704,314.8,314.8,314.7,8,15.237,-2.221,-2.225,3.739,3.85,3.865,3.784,15.01,15.241
131565,204154683031710,314.8,314.8,314.7,8,15.236,-2.22,-2.225,3.738,3.849,3.865,3.783,15.012,15.241
131625,204155682985406,314.8,314.8,314.7,8,15.235,-2.224,-2.225,3.739,3.85,3.865,3.783,15.013,15.24
131686,204156682910675,314.8,314.8,314.7,8,15.235,-2.218,-2.224,3.739,3.849,3.864,3.783,15.011,15.24
131746,204157682729018,314.8,314.8,314.7,8,15.235,-2.218,-2.224,3.739,3.85,3.864,3.783,15.011,15.239
131807,204158682865628,314.8,314.8,314.7,8,15.234,-2.224,-2.224,3.738,3.849,3.864,3.783,15.012,15.239
131868,204159682800256,314.8,314.8,314.7,8,15.233,-2.227,-2.224,3.738,3.85,3.864,3.783,15.012,15.239
131928,204160682773507,314.8,314.8,314.7,8,15.234,-2.218,-2.224,3.738,3.849,3.864,3.783,15.011,15.238
131989,204161682778466,314.8,314.8,314.8,8,15.233,-2.228,-2.224,3.738,3.849,3.864,3.783,15.013,15.238
132049,204162682722453,314.8,314.8,314.8,8,15.232,-2.228,-2.224,3.738,3.849,3.864,3.782,15.009,15.237
132110,204163682608193,314.8,314.8,314.8,8,15.231,-2.233,-2.225,3.737,3.849,3.864,3.782,15.01,15.237
132171,204164682421926,314.8,314.8,314.8,8,15.232,-2.227,-2.225,3.737,3.849,3.864,3.782,15.01,15.237
132231,204165682389939,314.8,314.8,314.8,8,15.231,-2.228,-2.225,3.737,3.849,3.864,3.782,15.012,15.236
132292,204166682549037,314.8,314.8,314.8,8,15.231,-2.222,-2.225,3.737,3.848,3.863,3.782,15.009,15.236
132352,204167682547780,314.8,314.8,314.8,8,15.23,-2.219,-2.225,3.737,3.848,3.863,3.782,15.009,15.236
132413,204168682268345,314.8,314.8,314.8,8,15.23,-2.225,-2.225,3.736,3.848,3.863,3.782,15.01,15.235
132474,204169682464809,314.8,314.8,314.8,8,15.229,-2.226,-2.225,3.737,3.848,3.863,3.782,15.004,15.235
