# L-11 Launch (Up to date)
# 3480 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (24.3 m/s).
#
# Time (s),Altitude (km),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position upwind (km),Position parallel to wind (km),Lateral distance (km),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (kg),Propellant mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
2.9762,0.37881,245.47,67.267,245.66,67.57,0.008612,7.2812e-4,0.0086427,4.8327,9.657,6.3886,43.8,-120.6,9.7997,0.4055,0.049127,0.0042892,-9.5542e-5,29.328,2.2382,36.559,0.12125,2.7165,2.3621,2.5368,0.73746,5.099e7,2605.7,337.96,0.70734,0.7077,0.35878,0.15786,0.1907,0.08438,0.21376,1.4777e-4,0,3.2841e-5,0.015259,0.015226,1.4018e-4,0.025818,0.1397,153.28,86.25,3.4435,NaN,3.5092,818.45,333.43,0.01,0.94308
2.9862,0.38127,246.14,67.109,246.33,67.405,0.0087087,7.3406e-4,0.0087395,4.8181,9.7205,6.3131,43.8,-120.6,9.7997,0.39051,0.049155,0.0049009,-1.2978e-4,29.315,2.2247,36.549,0.12124,2.7172,2.3617,2.5444,0.7395,51119071,2601.8,339.92,0.70776,0.70809,0.35867,0.158,0.19109,0.081221,0.20641,2.9125e-4,0,3.0689e-5,0.015274,0.015243,1.8202e-4,0.025888,0.1397,153.28,86.267,3.3982,NaN,3.4932,818.2,333.42,0.01,0.94425
2.9962,0.38374,246.81,66.95,247.01,67.239,0.008806,7.4006e-4,0.008837,4.8039,9.7833,6.2274,43.8,-120.6,9.7997,0.37351,0.049181,0.0054934,-1.7224e-4,29.301,2.2111,36.539,0.12122,2.7179,2.3613,2.5525,0.74154,51248016,2597.9,341.88,0.70818,0.70849,0.35855,0.15815,0.19148,0.077641,0.1975,2.6935e-4,0,2.8553e-5,0.01529,0.015261,2.2744e-4,0.025959,0.1397,153.28,86.285,3.3465,NaN,3.4772,817.95,333.41,0.01,0.94614
3.0062,0.38621,247.48,66.79,247.68,67.072,0.008904,7.4611e-4,0.0089352,4.79,9.8451,6.1452,43.8,-120.6,9.7997,0.35841,0.049205,0.0060623,-2.3501e-4,29.288,2.1978,36.529,0.1212,2.7186,2.361,2.56,0.74357,51376332,2594,343.84,0.7086,0.70888,0.35844,0.15829,0.19188,0.074464,0.19015,-1.161e-4,0,2.6422e-5,0.015305,0.015279,2.755e-4,0.026029,0.1397,153.28,86.306,3.2884,NaN,3.4612,817.7,333.4,0.01,0.94735
3.0162,0.38868,248.15,66.628,248.35,66.903,0.0090025,7.5222e-4,0.0090339,4.7763,9.9062,6.0614,43.8,-120.6,9.7996,0.34372,0.049228,0.0066112,-3.1621e-4,29.275,2.1851,36.519,0.12119,2.7193,2.3606,2.5674,0.74559,51504097,2590.1,345.8,0.70903,0.70928,0.35832,0.15843,0.19227,0.071378,0.18298,-3.597e-4,0,2.4304e-5,0.01532,0.015296,3.2589e-4,0.026099,0.1397,153.28,86.328,3.2241,NaN,3.445,817.45,333.39,0.01,0.9485
3.0262,0.39117,248.82,66.466,249.02,66.734,0.0091017,7.5838e-4,0.0091332,4.763,9.9664,5.9684,43.8,-120.6,9.7996,0.32726,0.049249,0.0071389,-4.1153e-4,29.262,2.1725,36.51,0.12117,2.72,2.3603,2.5752,0.74761,51631431,2586.2,347.76,0.70945,0.70968,0.35821,0.15858,0.19266,0.067922,0.1748,4.555e-4,0,2.2202e-5,0.015336,0.015314,3.7797e-4,0.026169,0.1397,153.28,86.353,3.1538,NaN,3.4289,817.2,333.38,0.01,0.94973
3.0362,0.39366,249.48,66.305,249.68,66.564,0.0092015,7.6458e-4,0.0092332,4.75,10.026,5.8665,43.8,-120.6,9.7996,0.30914,0.049268,0.0076407,-5.2476e-4,29.25,2.1599,36.5,0.12116,2.7208,2.3599,2.5834,0.74962,51758334,2582.2,349.73,0.70987,0.71008,0.3581,0.15872,0.19305,0.064119,0.16533,4.2912e-4,0,2.0115e-5,0.015352,0.015332,4.3068e-4,0.026239,0.1397,153.28,86.379,3.0775,NaN,3.4127,816.95,333.37,0.01,0.95093
3.0462,0.39616,250.14,66.143,250.35,66.393,0.0093018,7.7083e-4,0.0093337,4.7372,10.084,5.7564,43.8,-120.6,9.7996,0.28946,0.049285,0.0081126,-6.5857e-4,29.237,2.1473,36.491,0.12114,2.7217,2.3596,2.592,0.75163,51884804,2578.3,351.69,0.71029,0.71048,0.35798,0.15887,0.19344,0.059996,0.1547,-6.0349e-6,0,1.8041e-5,0.015367,0.015349,4.8296e-4,0.026309,0.1397,153.28,86.407,2.9955,NaN,3.3965,816.7,333.36,0.01,0.95207
3.0562,0.39866,250.81,65.985,251.01,66.222,0.0094027,7.7712e-4,0.0094348,4.7246,10.141,5.6008,43.8,-120.6,9.7996,0.25788,0.049301,0.0085502,-7.7063e-4,29.225,2.1347,36.481,0.12113,2.723,2.3592,2.6039,0.75364,52011399,2574.4,353.66,0.71072,0.71086,0.35787,0.15901,0.19384,0.053382,0.13808,1.1856e-5,0,1.599e-5,0.015383,0.015367,5.3364e-4,0.026378,0.1397,153.28,86.436,2.9079,NaN,3.3802,816.44,333.35,0.01,0.95325
3.0662,0.40118,251.47,65.827,251.67,66.05,0.0095042,7.8344e-4,0.0095365,4.7123,10.196,5.416,43.8,-120.6,9.7996,0.21893,0.049314,0.0089294,-8.85e-4,29.212,2.1221,36.472,0.12111,2.7246,2.3589,2.6177,0.75565,52137895,2570.5,355.63,0.71114,0.71125,0.35775,0.15916,0.19423,0.045245,0.1178,-3.6665e-4,0,1.3948e-5,0.015399,0.015385,5.7896e-4,0.026448,0.1397,153.28,86.467,2.815,NaN,3.3639,816.19,333.34,0.01,0.95446
3.0762,0.40369,252.12,65.67,252.33,65.878,0.0096063,7.898e-4,0.0096387,4.7001,10.249,5.2258,43.8,-120.6,9.7996,0.17916,0.049326,0.0092396,-0.0010469,29.2,2.1096,36.462,0.1211,2.7262,2.3585,2.6318,0.75766,52263957,2566.6,357.6,0.71157,0.71164,0.35764,0.15931,0.19463,0.036966,0.096509,-1.5031e-5,0,1.1908e-5,0.015415,0.015403,6.1665e-4,0.026517,0.1397,153.28,86.5,2.7171,NaN,3.3475,815.93,333.33,0.01,0.95579
3.0862,0.40622,252.78,65.512,252.99,65.705,0.0097088,7.9619e-4,0.0097414,4.6882,10.3,5.0314,43.8,-120.6,9.7996,0.13887,0.049336,0.009472,-0.0012972,29.187,2.097,36.453,0.12108,2.7278,2.3582,2.6461,0.75966,5.239e7,2562.6,359.58,0.71199,0.71204,0.35752,0.15945,0.19502,0.028604,0.075125,1.4897e-6,0,9.8715e-6,0.015431,0.015421,6.4468e-4,0.026586,0.1397,153.28,86.533,2.6144,NaN,3.3311,815.68,333.32,0.01,0.95694
3.0962,0.40875,253.44,65.355,253.65,65.533,0.0098119,8.026e-4,0.0098446,4.6763,10.35,4.8339,43.8,-120.6,9.7996,0.098354,0.049344,0.0095999,-0.0017435,29.174,2.0844,36.443,0.12107,2.7295,2.3578,2.6605,0.76165,52514774,2558.7,361.57,0.71242,0.71244,0.35741,0.1596,0.19542,0.020224,0.053328,-2.8093e-5,0,7.8396e-6,0.015447,0.015439,6.5879e-4,0.026655,0.1397,153.28,86.567,2.5072,NaN,3.3146,815.42,333.31,0.01,0.9581
3.1062,0.41129,254.09,65.196,254.3,65.361,0.0099154,8.0904e-4,0.0099484,4.6647,10.397,4.6418,43.8,-120.6,9.7996,0.060191,0.049351,0.0094922,-0.0027608,29.162,2.0718,36.434,0.12105,2.731,2.3574,2.6743,0.76364,52639420,2554.8,363.55,0.71284,0.71285,0.35729,0.15974,0.19581,0.012357,0.032585,-3.7739e-4,0,5.8128e-6,0.015463,0.015458,6.4078e-4,0.026724,0.1397,153.28,86.602,2.396,NaN,3.2981,815.17,333.3,0.01,0.95932
3.1162,0.41383,254.74,65.037,254.95,65.189,0.010019,8.1549e-4,0.010053,4.6531,10.443,4.4533,43.8,-120.6,9.7996,0.02588,0.049355,0.0077197,-0.0062785,29.149,2.0592,36.424,0.12104,2.7325,2.3571,2.6871,0.76563,52763562,2550.9,365.55,0.71327,0.71327,0.35718,0.15989,0.1962,0.0053057,0.013506,-7.8364e-5,0,3.7927e-6,0.01548,0.015476,4.2164e-4,0.026793,0.1397,153.28,86.637,2.2813,NaN,3.2816,814.91,333.29,0.01,0.96051
3.1262,0.41638,255.39,64.877,255.61,65.017,0.010124,8.2196e-4,0.010157,4.6417,10.486,4.2651,43.8,-120.6,9.7996,0.023494,0.049358,-0.0073496,-0.0067138,29.137,2.0466,36.414,0.12102,2.7327,2.3567,2.6912,0.76761,52887264,2547,367.54,0.7137,0.7137,0.35706,0.16004,0.1966,0.0048171,0.012965,-4.4539e-5,0,1.7796e-6,0.015496,0.015494,-3.8024e-4,0.026861,0.1397,153.28,86.672,2.1635,NaN,3.265,814.65,333.28,0.01,0.96168
3.1362,0.41894,256.04,64.716,256.26,64.845,0.010229,8.2844e-4,0.010262,4.6303,10.528,4.0776,43.8,-120.6,9.7996,0.056379,0.049359,-0.0095168,-0.0026935,29.124,2.034,36.405,0.12101,2.7316,2.3564,2.6857,0.76958,53010526,2543.1,369.54,0.71412,0.71413,0.35694,0.16018,0.19699,0.01158,0.031665,-2.0913e-4,0,-2.2655e-7,0.015512,0.015512,-6.3431e-4,0.02693,0.1397,153.28,86.707,2.0434,NaN,3.2484,814.39,333.27,0.01,0.96288
3.1462,0.4215,256.69,64.556,256.9,64.673,0.010334,8.3492e-4,0.010368,4.6191,10.568,3.8919,43.8,-120.6,9.7995,0.091607,0.049358,-0.0096329,-0.0015829,29.111,2.0215,36.395,0.12099,2.7304,2.356,2.6796,0.77155,53133347,2539.1,371.54,0.71455,0.71457,0.35683,0.16033,0.19739,0.018851,0.051056,2.189e-4,0,-2.226e-6,0.015529,0.015531,-6.4661e-4,0.026998,0.1397,153.28,86.742,1.9218,NaN,3.2317,814.13,333.26,0.01,0.96412
3.1562,0.42407,257.33,64.395,257.55,64.501,0.01044,8.414e-4,0.010474,4.6079,10.606,3.6934,43.8,-120.6,9.7995,0.13041,0.049354,-0.009518,-9.7986e-4,29.099,2.0089,36.386,0.12098,2.729,2.3557,2.6725,0.77352,53255958,2535.2,373.55,0.71497,0.71501,0.35671,0.16048,0.19778,0.026892,0.072477,5.7051e-5,0,-4.2232e-6,0.015545,0.015549,-6.2811e-4,0.027066,0.1397,153.28,86.776,1.7993,NaN,3.215,813.87,333.25,0.01,0.96614
3.1662,0.42665,257.98,64.234,258.2,64.328,0.010546,8.4788e-4,0.01058,4.5967,10.642,3.4895,43.8,-120.6,9.7995,0.17064,0.049349,-0.0092817,-6.1133e-4,29.086,1.9963,36.376,0.12096,2.7276,2.3553,2.6651,0.77548,53378266,2531.3,375.57,0.7154,0.71547,0.3566,0.16062,0.19818,0.035262,0.094109,4.7631e-4,0,-6.2175e-6,0.015562,0.015568,-5.9432e-4,0.027134,0.1397,153.28,86.81,1.677,NaN,3.1983,813.61,333.24,0.01,0.96741
3.1762,0.42923,258.62,64.072,258.84,64.156,0.010652,8.5436e-4,0.010686,4.5856,10.675,3.2913,43.8,-120.6,9.7995,0.20946,0.049342,-0.0089556,-3.8473e-4,29.074,1.9837,36.367,0.12095,2.7263,2.355,2.6582,0.77744,5.35e7,2527.4,377.59,0.71583,0.71592,0.35648,0.16077,0.19857,0.043371,0.11628,4.4437e-4,0,-8.2065e-6,0.015578,0.015587,-5.5054e-4,0.027202,0.1397,153.28,86.842,1.5555,NaN,3.1815,813.35,333.23,0.01,0.96867
3.1862,0.43182,259.26,63.909,259.48,63.985,0.010759,8.6082e-4,0.010793,4.5745,10.707,3.1001,43.8,-120.6,9.7995,0.24655,0.049333,-0.008553,-2.3197e-4,29.061,1.9711,36.357,0.12093,2.725,2.3546,2.6517,0.7794,53621547,2523.5,379.62,0.71626,0.71639,0.35637,0.16092,0.19897,0.051152,0.13584,4.0224e-4,0,-1.019e-5,0.015595,0.015605,-4.9967e-4,0.02727,0.1397,153.28,86.873,1.436,NaN,3.1647,813.09,333.22,0.01,0.96993
3.1962,0.43442,259.9,63.746,260.12,63.813,0.010866,8.6727e-4,0.0109,4.5634,10.737,2.9172,43.8,-120.6,9.7995,0.28166,0.049323,-0.0080813,-1.2061e-4,29.049,1.9585,36.347,0.12092,2.7239,2.3542,2.6458,0.78135,53742519,2519.6,381.64,0.71668,0.71686,0.35625,0.16106,0.19937,0.058547,0.15494,7.371e-5,0,-1.2168e-5,0.015612,0.015624,-4.4388e-4,0.027337,0.1397,153.28,86.902,1.3194,NaN,3.1478,812.83,333.21,0.01,0.9712
3.2062,0.43702,260.54,63.582,260.76,63.641,0.010973,8.737e-4,0.011008,4.5524,10.765,2.7442,43.8,-120.6,9.7995,0.31454,0.04931,-0.0075453,-3.6484e-5,29.036,1.9459,36.338,0.1209,2.7228,2.3539,2.6406,0.78329,53863042,2515.6,383.67,0.71711,0.71733,0.35614,0.16121,0.19976,0.065495,0.17318,-2.8224e-4,0,-1.4142e-5,0.015629,0.015643,-3.8506e-4,0.027405,0.1397,153.28,86.929,1.2068,NaN,3.1309,812.56,333.2,0.01,0.97241
3.2162,0.43963,261.17,63.417,261.39,63.469,0.011081,8.8011e-4,0.011116,4.5413,10.792,2.582,43.8,-120.6,9.7995,0.34499,0.049295,-0.0069494,2.9145e-5,29.023,1.9334,36.328,0.12089,2.7218,2.3535,2.636,0.78523,53983116,2511.7,385.7,0.71754,0.7178,0.35602,0.16136,0.20016,0.071952,0.18985,3.8968e-4,0,-1.611e-5,0.015646,0.015662,-3.2504e-4,0.027472,0.1397,153.28,86.955,1.0991,NaN,3.1139,812.3,333.19,0.01,0.97366
3.2262,0.44224,261.81,63.251,262.03,63.298,0.011189,8.865e-4,0.011224,4.5302,10.817,2.4319,43.8,-120.6,9.7995,0.37284,0.049278,-0.0062963,8.0819e-5,29.011,1.9208,36.318,0.12087,2.7209,2.3532,2.6321,0.78716,54102742,2507.8,387.73,0.71796,0.71827,0.35591,0.16151,0.20055,0.077879,0.20536,2.7185e-5,0,-1.8073e-5,0.015663,0.015681,-2.6553e-4,0.027539,0.1397,153.28,86.978,0.99766,NaN,3.0969,812.03,333.18,0.01,0.97504
3.2362,0.44486,262.44,63.084,262.66,63.126,0.011297,8.9286e-4,0.011332,4.5191,10.84,2.2946,43.8,-120.6,9.7995,0.39793,0.049259,-0.005592,1.2219e-4,28.998,1.9082,36.309,0.12086,2.7201,2.3528,2.6289,0.78909,54221920,2503.9,389.76,0.71839,0.71874,0.35579,0.16165,0.20095,0.083236,0.21915,4.2786e-4,0,-2.0032e-5,0.01568,0.0157,-2.0844e-4,0.027606,0.1397,153.28,86.999,0.90343,NaN,3.0799,811.77,333.17,0.01,0.97628
3.2462,0.44749,263.07,62.917,263.29,62.954,0.011405,8.9919e-4,0.01144,4.508,10.862,2.1713,43.8,-120.6,9.7995,0.42011,0.049238,-0.0048398,1.5404e-4,28.986,1.8956,36.299,0.12084,2.7194,2.3525,2.6266,0.79102,54340649,2500,391.79,0.71882,0.71921,0.35568,0.1618,0.20134,0.087985,0.23097,4.3401e-4,0,-2.1987e-5,0.015697,0.015719,-1.5539e-4,0.027673,0.1397,153.28,87.017,0.81759,NaN,3.0628,811.5,333.15,0.01,0.97749
3.2562,0.45013,263.7,62.748,263.92,62.782,0.011514,9.0549e-4,0.011549,4.4968,10.882,2.0742,43.8,-120.6,9.7995,0.43637,0.049215,-0.0040486,1.7258e-4,28.973,1.883,36.289,0.12083,2.7189,2.3521,2.6258,0.79293,54458763,2496,393.81,0.71924,0.71966,0.35556,0.16195,0.20174,0.091479,0.24072,-1.0842e-4,0,-2.3927e-5,0.015714,0.015738,-1.0822e-4,0.02774,0.1397,153.28,87.033,0.7412,NaN,3.0457,811.24,333.14,0.01,0.97874
3.2662,0.45277,264.33,62.578,264.55,62.61,0.011622,9.1176e-4,0.011658,4.4856,10.902,1.9992,43.8,-120.6,9.7994,0.44783,0.04919,-0.0032295,1.8383e-4,28.96,1.8704,36.28,0.12081,2.7186,2.3517,2.6262,0.79485,54576329,2492.1,395.83,0.71967,0.72011,0.35545,0.16209,0.20213,0.093951,0.2469,1.9944e-4,0,-2.5859e-5,0.015731,0.015757,-6.8531e-5,0.027806,0.1397,153.28,87.045,0.6752,NaN,3.0285,810.97,333.13,0.01,0.97992
3.2762,0.45541,264.95,62.407,265.18,62.437,0.011731,9.1799e-4,0.011767,4.4743,10.921,1.9394,43.8,-120.6,9.7994,0.45616,0.049162,-0.0023868,1.9228e-4,28.948,1.8578,36.27,0.1208,2.7184,2.3514,2.6275,0.79675,54693449,2488.2,397.84,0.7201,0.72055,0.35533,0.16224,0.20253,0.095757,0.25116,-4.8449e-4,0,-2.779e-5,0.015748,0.015776,-3.7255e-5,0.027872,0.1397,153.28,87.055,0.62046,NaN,3.0113,810.7,333.12,0.01,0.98109
3.2862,0.45806,265.58,62.236,265.8,62.265,0.01184,9.2418e-4,0.011876,4.4631,10.94,1.895,43.8,-120.6,9.7994,0.46134,0.049133,-0.001527,1.9831e-4,28.935,1.8453,36.26,0.12078,2.7184,2.351,2.6296,0.79865,5.481e7,2484.3,399.85,0.72052,0.72099,0.35522,0.16239,0.20292,0.096888,0.25487,-6.3869e-5,0,-2.9719e-5,0.015766,0.015796,-1.5177e-5,0.027938,0.1397,153.28,87.062,0.57768,NaN,2.9941,810.43,333.11,0.01,0.98228
3.2962,0.46072,266.2,62.063,266.42,62.091,0.01195,9.3033e-4,0.011986,4.4517,10.958,1.8661,43.8,-120.6,9.7994,0.46334,0.049102,-6.5412e-4,2.0131e-4,28.923,1.8327,36.251,0.12077,2.7184,2.3507,2.6326,0.80055,54926349,2480.4,401.86,0.72095,0.72142,0.3551,0.16253,0.20331,0.097338,0.25622,2.1495e-4,0,-3.1647e-5,0.015783,0.015815,-2.7721e-6,0.028004,0.1397,153.28,87.066,0.54751,NaN,2.9768,810.16,333.1,0.01,0.98348
3.3062,0.46339,266.82,61.89,267.04,61.918,0.012059,9.3645e-4,0.012096,4.4404,10.976,1.8541,43.8,-120.6,9.7994,0.46183,0.049068,2.2424e-4,2.0196e-4,28.91,1.8201,36.241,0.12075,2.7186,2.3503,2.6365,0.80244,55042111,2476.5,403.86,0.72137,0.72184,0.35499,0.16268,0.20371,0.097036,0.25559,-1.6211e-4,0,-3.3571e-5,0.015801,0.015834,3.2425e-7,0.02807,0.1397,153.28,87.066,0.53041,NaN,2.9595,809.89,333.09,0.01,0.98465
3.3162,0.46606,267.44,61.716,267.66,61.744,0.012169,9.4253e-4,0.012205,4.4289,10.994,1.8585,43.8,-120.6,9.7994,0.45699,0.049033,0.0011007,2.0122e-4,28.897,1.8075,36.231,0.12074,2.7189,2.3499,2.6412,0.80432,55157416,2472.5,405.86,0.7218,0.72226,0.35487,0.16283,0.2041,0.096018,0.25344,-4.7948e-4,0,-3.5493e-5,0.015818,0.015854,7.7762e-6,0.028136,0.1397,153.28,87.064,0.52662,NaN,2.9421,809.62,333.08,0.01,0.98626
3.3262,0.46874,268.05,61.542,268.28,61.57,0.012279,9.4857e-4,0.012315,4.4175,11.012,1.8782,43.8,-120.6,9.7994,0.44906,0.048995,0.001972,1.9747e-4,28.885,1.7949,36.222,0.12072,2.7193,2.3496,2.6468,0.8062,55272278,2468.6,407.85,0.72223,0.72267,0.35476,0.16298,0.20449,0.094339,0.25013,4.4429e-4,0,-3.7415e-5,0.015836,0.015873,2.4847e-5,0.028201,0.1397,153.28,87.058,0.53621,NaN,2.9247,809.35,333.07,0.01,0.98746
3.3362,0.47142,268.67,61.366,268.9,61.396,0.012389,9.5457e-4,0.012426,4.406,11.031,1.9134,43.8,-120.6,9.7994,0.43811,0.048955,0.0028317,1.9029e-4,28.872,1.7823,36.212,0.12071,2.7199,2.3492,2.6531,0.80807,55386695,2464.7,409.84,0.72265,0.72308,0.35464,0.16312,0.20489,0.092012,0.24412,-2.0207e-4,0,-3.9335e-5,0.015854,0.015893,5.1e-5,0.028266,0.1397,153.28,87.05,0.55925,NaN,2.9073,809.08,333.06,0.01,0.98888
3.3462,0.47411,269.28,61.19,269.51,61.222,0.012499,9.6054e-4,0.012536,4.3945,11.049,1.9637,43.8,-120.6,9.7994,0.42423,0.048913,0.0036725,1.814e-4,28.86,1.7697,36.202,0.12069,2.7205,2.3489,2.6602,0.80994,55500669,2460.8,411.83,0.72308,0.72348,0.35453,0.16327,0.20528,0.089059,0.23719,4.4056e-4,0,-4.1256e-5,0.015871,0.015913,8.5392e-5,0.028331,0.1397,153.28,87.038,0.59549,NaN,2.8898,808.81,333.05,0.01,0.99007
3.3562,0.47681,269.89,61.013,270.12,61.047,0.01261,9.6647e-4,0.012646,4.3829,11.069,2.0463,43.8,-120.6,9.7994,0.4035,0.048868,0.004486,1.7864e-4,28.847,1.7572,36.192,0.12068,2.7214,2.3485,2.6691,0.8118,55613963,2456.9,413.8,0.7235,0.72386,0.35441,0.16342,0.20567,0.084644,0.22619,-2.4718e-4,0,-4.3149e-5,0.015889,0.015932,1.2684e-4,0.028396,0.1397,153.28,87.023,0.64454,NaN,2.8723,808.53,333.04,0.01,0.99141
3.3662,0.47951,270.5,60.834,270.73,60.872,0.01272,9.7236e-4,0.012757,4.3713,11.09,2.1537,43.8,-120.6,9.7994,0.37775,0.048822,0.0052574,1.8452e-4,28.835,1.7446,36.183,0.12066,2.7224,2.3481,2.6794,0.81366,55726674,2452.9,415.77,0.72393,0.72424,0.3543,0.16356,0.20607,0.079166,0.21212,-7.5296e-6,0,-4.5033e-5,0.015907,0.015952,1.7342e-4,0.028461,0.1397,153.28,87.006,0.70583,NaN,2.8547,808.26,333.03,0.01,0.99276
3.3762,0.48222,271.11,60.654,271.34,60.697,0.012831,9.7823e-4,0.012868,4.3598,11.111,2.2748,43.8,-120.6,9.7994,0.34964,0.048773,0.0059807,1.9351e-4,28.822,1.732,36.173,0.12065,2.7236,2.3478,2.6903,0.81551,55838944,2449,417.74,0.72435,0.72462,0.35418,0.16371,0.20646,0.073194,0.19672,-2.7914e-4,0,-4.6924e-5,0.015925,0.015972,2.2342e-4,0.028525,0.1397,153.28,86.986,0.77862,NaN,2.8371,807.99,333.02,0.01,0.99398
3.3862,0.48493,271.72,60.473,271.95,60.521,0.012942,9.8406e-4,0.012979,4.3482,11.134,2.4088,43.8,-120.6,9.7993,0.31935,0.048722,0.0066498,2.0517e-4,28.809,1.7194,36.163,0.12063,2.7248,2.3474,2.7017,0.81735,55950774,2445.1,419.71,0.72477,0.725,0.35407,0.16386,0.20685,0.066776,0.17972,1.1662e-4,0,-4.8822e-5,0.015943,0.015992,2.7498e-4,0.028589,0.1397,153.28,86.964,0.86214,NaN,2.8195,807.71,333.01,0.01,0.99533
3.3962,0.48765,272.32,60.292,272.55,60.346,0.013053,9.8987e-4,0.013091,4.3366,11.159,2.5546,43.8,-120.6,9.7993,0.28714,0.048669,0.0072599,2.2289e-4,28.797,1.7068,36.153,0.12061,2.7262,2.347,2.7138,0.81919,56062164,2441.2,421.68,0.7252,0.72538,0.35395,0.164,0.20724,0.059963,0.16232,2.4307e-4,0,-5.0723e-5,0.015961,0.016012,3.2631e-4,0.028653,0.1397,153.28,86.939,0.95555,NaN,2.8018,807.44,333,0.01,0.99652
3.4062,0.49038,272.93,60.111,273.16,60.171,0.013165,9.9565e-4,0.013203,4.325,11.185,2.6719,43.8,-120.6,9.7993,0.26211,0.048613,0.0078149,1.8366e-4,28.784,1.6942,36.143,0.1206,2.7272,2.3467,2.7239,0.82103,56173638,2437.3,423.66,0.72562,0.72578,0.35384,0.16415,0.20763,0.054685,0.14822,-4.1416e-4,0,-5.2705e-5,0.015979,0.016032,3.7643e-4,0.028717,0.1397,153.28,86.913,1.0578,NaN,2.784,807.16,332.99,0.01,0.99774
3.4162,0.49311,273.53,59.931,273.76,59.995,0.013277,0.0010014,0.013314,4.3134,11.212,2.7759,43.8,-120.6,9.7993,0.24076,0.048555,0.0083304,9.2835e-5,28.772,1.6816,36.134,0.12058,2.7281,2.3463,2.7331,0.82287,56284984,2433.4,425.65,0.72605,0.72618,0.35373,0.1643,0.20803,0.050193,0.13724,4.2647e-4,0,-5.4711e-5,0.015997,0.016052,4.2585e-4,0.028781,0.1397,153.28,86.884,1.1678,NaN,2.7663,806.88,332.98,0.01,0.99899
3.4262,0.49585,274.13,59.75,274.36,59.82,0.013389,0.0010072,0.013427,4.3019,11.24,2.8894,43.8,-120.6,9.7993,0.21789,0.048495,0.0088029,-2.1527e-5,28.759,1.6691,36.124,0.12057,2.7291,2.3459,2.7426,0.82471,56395886,2429.4,427.65,0.72647,0.72658,0.35361,0.16444,0.20842,0.045386,0.12398,-1.3061e-4,0,-5.67e-5,0.016016,0.016072,4.7345e-4,0.028844,0.1397,153.28,86.854,1.2844,NaN,2.7485,806.61,332.96,0.01,1.0002
3.4362,0.49859,274.72,59.568,274.96,59.644,0.013501,0.0010129,0.013539,4.2904,11.27,3.0115,43.8,-120.6,9.7993,0.19368,0.048432,0.0092274,-1.6695e-4,28.746,1.6565,36.114,0.12055,2.7301,2.3456,2.7526,0.82654,56506345,2425.5,429.64,0.7269,0.72698,0.3535,0.16459,0.20881,0.040306,0.1107,-4.1144e-4,0,-5.8678e-5,0.016034,0.016093,5.1794e-4,0.028907,0.1397,153.28,86.822,1.4064,NaN,2.7307,806.33,332.95,0.01,1.0014
3.4462,0.50134,275.32,59.386,275.55,59.469,0.013614,0.0010186,0.013652,4.279,11.3,3.1414,43.8,-120.6,9.7993,0.16833,0.048367,0.0095988,-3.5699e-4,28.734,1.6439,36.104,0.12054,2.7312,2.3452,2.7629,0.82837,56616358,2421.6,431.63,0.72732,0.72739,0.35338,0.16474,0.2092,0.034996,0.096126,-3.9097e-4,0,-6.0648e-5,0.016053,0.016113,5.5804e-4,0.02897,0.1397,153.28,86.789,1.5325,NaN,2.7128,806.05,332.94,0.01,1.0027
3.4562,0.5041,275.91,59.201,276.15,59.294,0.013727,0.0010244,0.013765,4.2677,11.333,3.3208,43.8,-120.6,9.7993,0.13236,0.0483,0.009911,-4.9371e-4,28.721,1.6313,36.094,0.12052,2.7327,2.3449,2.776,0.83018,56725350,2417.7,433.61,0.72775,0.72779,0.35327,0.16489,0.2096,0.027479,0.075624,-3.0981e-4,0,-6.2513e-5,0.016071,0.016134,5.9237e-4,0.029033,0.1397,153.28,86.755,1.6616,NaN,2.6949,805.77,332.93,0.01,1.0039
